0,1,2,3
@ShrimpTeslaLong I was thinking the same exact thing. I believe we will have a big recession at some point in the n… https://t.co/ejqHNoHgzn,2023-05-01 12:38:17+00:00,goldentouch73,"New Jersey, USA"
The real victims of “the recession” are the ppl who believed their own hype https://t.co/Vd2tAh8EZ6,2023-05-01 12:37:56+00:00,mikemadowitz,"NE, DC"
"On fixed income markets, ""Government bonds remain our favorite place to hide for the upcoming recession. Defaults a… https://t.co/G1V10bWBRb",2023-05-01 12:37:39+00:00,matthew_miskin,Boston
"Three out of the 4 largest bank failures in history have happened in the last two months

And yet, the Fed is still… https://t.co/FBOSEO6moj",2023-05-01 12:34:28+00:00,zGuz,"New York, NY"
@Roszko72 If you actually pay attention to what’s going on… most people buying shoes are living paycheck to paychec… https://t.co/rgBYmHUKsN,2023-05-01 12:34:19+00:00,OscarC1111,"Georgia, USA"
"They are neutral on the U.S. dollar, preferring the Yen and the Swiss Franc. They see the #USD as overvalued and ma… https://t.co/il3OL4Syc9",2023-05-01 12:33:56+00:00,matthew_miskin,Boston
"***JPM CEO SAYS YOU WILL SEE OTHER CRACKS IN THE SYSTEM WITH RECESSION, HIGHER RATES BUT BANKING SYSTEM IS SOUND

t… https://t.co/eLhDqfGvix",2023-05-01 12:33:44+00:00,acpandy,darien ct 
"Leos #marketingtips -Many believe we are either in a recession or headed for one. In light of that, have you planne… https://t.co/qElFZHKqOr",2023-05-01 12:33:07+00:00,LeoAdman,"Philadelphia, PA"
"Well, not sure what the problem is @billhoagland MAGAFedchairPowell is hell bent on crashing the economy &amp; putting… https://t.co/2CW2W8wcRj",2023-05-01 12:32:17+00:00,iunderstoodu,Massachusetts
The big stock market story of April was how calm things remained through banking stresses and the profit recession.… https://t.co/c1GpEQM0nk,2023-05-01 12:30:39+00:00,annecronin,"New York, NY"
@zerohedge Recession indicator,2023-05-01 12:28:43+00:00,Youngswag211,NYC
@AlternatNews Better to be in a recession than to lose have your army…. In only a year to a country 1/30th the size… https://t.co/NFa8MMKSIm,2023-05-01 12:25:19+00:00,davidsm72686794,New York City
"Buffett Will Beat the Market as Recession Looms, Investors Say https://t.co/5BjxGz0AIs",2023-05-01 12:24:50+00:00,EddyElfenbein,"Washington, DC"
"@POTUS RECESSION EN ROUTE. Growth is slowing, rates are too high.
You SUCK, Biden.",2023-05-01 12:24:05+00:00,DavidBe218,"Palmerton, PA"
The only people who benefit from a recession are the rich,2023-05-01 12:24:02+00:00,GovernorGa_,"Georgia, USA"
Hard to argue that a recession is priced in across equities/fixed income. Equity valuations are elevated &amp; credit s… https://t.co/XL4jWqMa85,2023-05-01 12:23:45+00:00,matthew_miskin,Boston
@POTUS Being at the brink of a recession is a strong economy? You’ve destroyed the great economy you were handed wi… https://t.co/YcrHUIEgz5,2023-05-01 12:22:33+00:00,Nancy71864053,"Wayne, NJ"
"Stock-market investors don't fear banks, debt ceiling or recession. Can it last? - MarketWatch https://t.co/t36T7WPhT7",2023-05-01 12:17:23+00:00,_atlas_nyc,"New York, USA"
"JPMORGAN CEO SAYS YOU WILL SEE OTHER CRACKS IN THE SYSTEM WITH RECESSION, HIGHER RATES BUT BANKING SYSTEM IS SOUND",2023-05-01 12:16:54+00:00,StockMKTNewz,"New York, NY"
"If you, like many Americans nearing retirement, are fearing the looming recession and what that will do to your 401… https://t.co/i6lzJuatlW",2023-05-01 12:14:09+00:00,Mary_frostt,"California, USA"
"⚠️ JUST IN: According to JPMorgan $JPM, the bank was invited by the FDIC and did not pursue the First Republic deal… https://t.co/q18osQ0lKD",2023-05-01 12:12:40+00:00,BecauseBitcoin,"New York, USA"
"JPMORGAN CFO SAYS THIS IS VERY DIFFERENT THAN 2008 CRISIS-ERA DEALS

JPMORGAN $JPM CEO JAMIE DIMON SAYS FIRST REPUB… https://t.co/XKGSRkvOf1",2023-05-01 12:10:06+00:00,StockMKTNewz,"New York, NY"
https://t.co/ij7rgTYz3l,2023-05-01 12:08:47+00:00,MonikaMoshenko,Florida USA
@BIGEDDYED Hopefully they open their eyes and see we are in a mild recession. Banks not folding for no reason.,2023-05-01 12:03:01+00:00,mikhaele_ible,Brooklyn
Why does @POTUS want to make it easier for poor credit people to buy houses? It's a very foolish idea &amp; how we crea… https://t.co/DhmkwuxjFm,2023-05-01 12:02:38+00:00,vamagman,"Richmond, Virginia"
#Investors are concerned about central banks around the world raising interest rates and that tighter monetary poli… https://t.co/89J5nZaNYy,2023-05-01 12:01:59+00:00,Mary_frostt,"California, USA"
"A #recession can be a difficult time for anyone, but it can be challenging for those who are trying to protect thei… https://t.co/5rtpVOra1B",2023-05-01 11:58:45+00:00,Mary_frostt,"California, USA"
"This is the same philosophy followed by the @ctdems @GovNedLamont 

No accountability for record high taxes.  No ac… https://t.co/3UhixRUI3q",2023-05-01 11:57:51+00:00,MrIkeTurner14,"New Haven, CT"
"@rubychirp @Rasmussen_Poll @trueTKactual You prefer war, with multiple countries, 3 evacuated embassies, a recessio… https://t.co/QYxs5x7TTM",2023-05-01 11:57:39+00:00,AdaNestorWC,"West Chester, PA"
"✅35% of millionaires say it’s ""going to take a miracle"" to be ready for retirement in this economic climate. 
Gold… https://t.co/76eajitAXO",2023-05-01 11:53:42+00:00,Mary_frostt,"California, USA"
"We wondered if inflation will have a big impact on telecom. Based on 7,000+ respondents of our Consumer Mobile &amp; Ho… https://t.co/1fAe9g7lgU",2023-05-01 11:50:00+00:00,RogerEntner,Boston
"Goldman wants your $USDs

Investors are betting the dollar, down about 8.6% from September, will fall more as Fed t… https://t.co/rekU0mOxIR",2023-05-01 11:39:18+00:00,tdarling1,"Maine, USA"
"""Bond investors fearing recession, boost safety bets ahead of FOMC"" - https://t.co/Dmo6rryjlI",2023-05-01 11:35:41+00:00,GregoryDusch,"Pittsburgh, PA"
"Warren Buffett Will Beat the Market in Recession Times, Investors Say https://t.co/V8CYCqMyCV https://t.co/kVIc6I3hkr",2023-05-01 11:32:52+00:00,SamRo,"New York, NY"
@POTUS Letting people come back to the jobs they had before pandemic is not job creation. The lowest unemployment r… https://t.co/H3H2DQ1h6A,2023-05-01 11:30:42+00:00,amatiych,"Brooklyn, NY"
"@FutbolProfessor @JesseLi48096164 This recession talk as been “looming” since the summer of ‘21.

Ever notice there… https://t.co/q91ujOw6gK",2023-05-01 11:28:48+00:00,philipsullivan,"New York, NY, USA"
@POTUS And here we are in a RECESSION.,2023-05-01 11:28:21+00:00,TheRealCornpopz,"Philadelphia, PA"
"1/9 Macro: Economic data was conflicting: it declined, but big tech companies reported better than expected earning… https://t.co/aK675ceWJZ",2023-05-01 11:24:51+00:00,Cipholio,New York
@CramerTracker Recession confirmed. Sell.,2023-05-01 11:22:19+00:00,gt3verse,Mars
"Investors are betting the dollar, down about 8.6% from September, will fall more as Fed tightening ends and amid ba… https://t.co/1WzbeDWazO",2023-05-01 11:20:49+00:00,MarkCruikshank,New York
"@Roszko72 Could be the fact we are waist deep in a recession, who knows",2023-05-01 11:20:17+00:00,jaylasole1,"Toronto, Ontario"
Financial markets are caught up in a tug of war between lingering inflation and concern about a recession as they t… https://t.co/kukKKtZgic,2023-05-01 11:18:21+00:00,rhjameson,"New York, NY"
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV And we already had two quarters of negative GDP last… https://t.co/y259gU97BQ,2023-05-01 11:11:25+00:00,psoreilly,"Massachusetts, USA"
"Investors are betting the dollar, down about 8.6% from September, will fall more as Fed tightening ends and amid ba… https://t.co/aMNWZ1HvxX",2023-05-01 11:07:45+00:00,CostasParis,"New York, NY"
"Investors are betting the dollar, down about 8.6% from September, will fall more as Fed tightening ends and amid ba… https://t.co/LhGOZaf02e",2023-05-01 11:00:12+00:00,WSJ,"New York, NY"
"Recession Probability Reaches 67%...
https://t.co/qpFdDosxZo",2023-05-01 10:58:11+00:00,TrumpsVoters,"Washington, DC"
"In my conversations, very few people understand that the House Republicans intend to force the economy into a sever… https://t.co/On9GMFhs7X",2023-05-01 10:58:11+00:00,FPBland,"Washington, D.C."
European Economic Zone Avoids Recession as Energy Shortage Relieves https://t.co/2zsKlpoKrB,2023-05-01 10:55:29+00:00,vasknews,New York
"Six of the seven G7 countries are more likely to face a recession than Russia this year according to Bloomberg.

So… https://t.co/GGHUKe6xNu",2023-05-01 10:53:43+00:00,osiris_neits,"Florida, USA"
Financial markets are caught up in a tug of war between lingering inflation and concern about a recession as they t… https://t.co/kYDlZccaD4,2023-05-01 10:48:19+00:00,markets,New York
"Recession worries are a top concern for small business owners: Sharon Miller -
https://t.co/PgA4uGNWn9",2023-05-01 10:31:10+00:00,tammytabby,Georgia  
RBA independence means politicians being able to hurl the country into recession in order to shore up the landlord… https://t.co/IfgYBhqjBl,2023-05-01 10:23:30+00:00,SydneyBluenose,"Katoomba, Blue Mountains"
"@POTUS Every American president   represent the U. S. with dignity, honor &amp; integrity accept you and Obama. Pres. T… https://t.co/s5DLXZI6db",2023-05-01 10:23:25+00:00,Anthony50577290,"Norfolk, VA"
Wall St Week Ahead Recession worries simmer beneath US stock market rally - Reuters https://t.co/ysDBIbfUYP,2023-05-01 10:21:52+00:00,_atlas_nyc,"New York, USA"
"Investors are betting the dollar, down about 8.6% from September, will fall more as Fed tightening ends and amid ba… https://t.co/DM5pR1lsYZ",2023-05-01 10:11:08+00:00,acrossthecurve,New York
Every vote for a Republican is a vote for economic stagnation and recession.,2023-05-01 10:00:33+00:00,WilliamMMcKee,"Virginia Beach, VA"
@FrogNews We are in for some good times ahead. Best damn economy recession could buy. https://t.co/ef0RUcmnD9,2023-05-01 10:00:19+00:00,J_that_is,"Florida, USA"
"Investors are betting the dollar, down about 8.6% from September, will fall more as Fed tightening ends and amid ba… https://t.co/8q2opSKeVO",2023-05-01 09:50:59+00:00,DrDavidKass,"College Park, MD"
"Investors are betting the dollar, down about 8.6% from September, will fall more as Fed tightening ends and amid ba… https://t.co/VBFufLAKZr",2023-05-01 09:50:56+00:00,chadmoutray,"Alexandria, VA"
https://t.co/rrlEvplKuy,2023-05-01 09:47:35+00:00,GeorgeIvey10,"Florida, USA"
"#Bitcoin has failed to flip $30.5K mega resistance. 📉
FED has already indicated that a ""Mild"" recession is coming &amp;… https://t.co/C4Hgl6Rtyl",2023-05-01 09:39:08+00:00,VIPeezCrypto,California
As usual share holders get big fook you #FRC In my opinion only GME AMC and APE are the real plays in this recession,2023-05-01 09:37:39+00:00,Tisrabad,Moon🌕
"CURVE: remains -60bps inverted on 10s2s, signaling US Recession",2023-05-01 09:31:58+00:00,KeithMcCullough,"Stamford, CT"
Good morning! Quad 4 continues to get priced into CRB related exposures as economic data continues to signal recess… https://t.co/gCSC4wgAGs,2023-05-01 09:29:02+00:00,HedgeyeRJM,"Stamford, CT"
"3. The most important thing, for Korea and elsewhere, is that the US economy keeps growing. That is far more import… https://t.co/8Scjel0YVs",2023-05-01 09:23:27+00:00,JWMason1,Brooklyn
OIL: hammered for another -2.2% loss to start the week as the Global #Quad4 Recession in Demand continues to deepen… https://t.co/Cb1ppUJAI7,2023-05-01 09:19:29+00:00,KeithMcCullough,"Stamford, CT"
"@POTUS Where’s the record inflation? The recession that you tried to redefine to say never happened? 

Also you cam… https://t.co/JBZ37qSSxP",2023-05-01 09:18:13+00:00,misterrmoray,"Boston, MA"
Wall St Week Ahead Recession worries simmer beneath US stock market rally - Reuters https://t.co/IhNw2TVN98,2023-05-01 09:17:25+00:00,_atlas_nyc,"New York, USA"
"The list of obstacles the economy faces keeps growing. Still, there are reasons to expect that a recession, if it d… https://t.co/fuqKl9GkP6",2023-05-01 08:33:00+00:00,wusa9,"Washington, DC"
@Nasdaq @MartinTillier @NasdaqExchange @DowJones psssst. My algo is live on trading view now too. Also. Fed now say… https://t.co/aMYsLxqhX7,2023-05-01 07:54:00+00:00,ChuckHodgson1,Kingston Pa
"Utter idiocy, at Biden’s behest. https://t.co/bo4bEJShq4",2023-05-01 07:20:21+00:00,KenneyGeorge,Washington DC
"Federal Reserve economists are predicting that there will be a mild recession later this year, “with a recovery ove… https://t.co/ll0kcbH7n5",2023-05-01 07:16:58+00:00,senetorjb,"New York, USA"
City of Juneau AK findings were that more kids in 2012 went to the dentist than in 2003. 2003 was a depression year… https://t.co/Zl76yjoixQ,2023-05-01 06:43:26+00:00,KimWever3,"Alaska, USA"
"@TomthunkitsMind Mental illness 

Hard economic times  cause a spike in mental illnesses

https://t.co/xRMpQqQN6i",2023-05-01 06:28:34+00:00,eliaseen1,"California, USA"
"Basing it on expected recession &amp; previous patterns of losses, but it always created more &amp; new jobs, by restructurings &amp; new investors.",2023-05-01 06:23:33+00:00,GlobalbizAccess,"Allentown, PA"
"@forwardcap I think the fed wants a severe recession. People tend to forget, the fed is a private institution.",2023-05-01 06:08:56+00:00,luckybeanzphoto,Simplicity
@bespokeinvest This could put a damper on the uptrend. https://t.co/jKcbmYgUfo,2023-05-01 06:04:56+00:00,micah68wellness,California
"@ka1n0s Maybe this?

https://t.co/jKcbmYgUfo",2023-05-01 05:59:17+00:00,micah68wellness,California
"@unusual_whales Well, now that the fed got caught with their pants down by prankers. They were mostly hinting getti… https://t.co/6KlnQSP53S",2023-05-01 05:38:10+00:00,ChuckHodgson1,Kingston Pa
"@Amelia84M His horror stories are good. So what he says is Trump is a little worse than good.  

Or he says that hi… https://t.co/iJ2cctchRM",2023-05-01 05:11:43+00:00,MrGreyWolfdog,Reservoir
"@gordonpreece @twinbuoys Our money have no more value.
Too much printing.
Then bc of that we got inflation and soon… https://t.co/eVvh53PoF0",2023-05-01 05:03:04+00:00,HerWay16,"Québec, Canada"
"This #InternationalLaborDay, let’s talk about why people quit. 
Despite an impending recession &amp; mass layoffs, hund… https://t.co/5FKrhcb4WR",2023-05-01 05:00:00+00:00,imochaHQ,"Ashburn, United States"
"@not_coolidge @nick13376257 @Caperloo5 @Pro__Trading None of these polls should be trusted, 10 months out is garbag… https://t.co/N4RNpHFKMJ",2023-05-01 04:29:41+00:00,J_that_is,"Florida, USA"
"""Too many delays in the Fed data,"" Musk tweeted on Sunday. A mild recession has arrived. It's not just that the can… https://t.co/EJwH54dASd",2023-05-01 04:24:57+00:00,sebens100,new york city
The friendship recession | Richard Reeves https://t.co/750iobWtSi,2023-05-01 04:14:22+00:00,MxJrocka,"New York, NY"
"recession, writer's strike, housing market collapse, joe biden in the white house, this 2008 reboot is not for me",2023-05-01 04:12:21+00:00,snarkysweetness,California
"Every single time the yield curve inverted , we officially entered a recession. The last time these levels came int… https://t.co/Fh0jNpl4yZ",2023-05-01 04:07:37+00:00,baystreetstocks,"Toronto, Ontario"
@CaptainBalding1 @FinEconGlobal @liberal_party I do see it and have been told by so called macro experts over and o… https://t.co/bPaOKSouf5,2023-05-01 04:07:14+00:00,wei_w_toronto,"Toronto, Ontario"
"For all the angst over US banking stress and a profit recession, the surface of the stock market remained calm in A… https://t.co/LHArOEana5",2023-05-01 04:06:32+00:00,economics,"New York, NY"
"@wei_w_toronto @FinEconGlobal @liberal_party The yield curve hasn’t been wrong in decades of data 
 and says recess… https://t.co/kN9lWOkNq6",2023-05-01 04:03:41+00:00,CaptainBalding1,"Toronto, Ontario"
@WallStreetSilv We are in a RECESSION,2023-05-01 04:01:57+00:00,Kaseyswife4life,"California, USA"
@CaptainBalding1 @FinEconGlobal @liberal_party You are too obsessed with your own macro view. I am not so sure glob… https://t.co/SJcKJmutJ6,2023-05-01 03:57:50+00:00,wei_w_toronto,"Toronto, Ontario"
"@CaptainBalding1 @FinEconGlobal @liberal_party Last year no recession, but we got the rate hike shock. From 0 to 5.… https://t.co/lcgdyeXwiZ",2023-05-01 03:55:46+00:00,wei_w_toronto,"Toronto, Ontario"
"@wei_w_toronto @FinEconGlobal @liberal_party The odds are almost 100% we hit a global recession, so let’s say we do… https://t.co/DsasTeuJOQ",2023-05-01 03:55:18+00:00,CaptainBalding1,"Toronto, Ontario"
@CaptainBalding1 @FinEconGlobal @liberal_party Well if immigration flow didn't last price would drop. I am not sure… https://t.co/nVYoVse9SS,2023-05-01 03:50:55+00:00,wei_w_toronto,"Toronto, Ontario"
@MurphyMay17 @mspeggy50 @sam_s_rashid And 30% was under Obama. You forget when Trump was handing out checks to keep… https://t.co/y1gcWt9PaP,2023-05-01 03:50:40+00:00,Johnruffini63," Red Bank, NJ"
@wei_w_toronto @FinEconGlobal @liberal_party Last year prices dropped 20% not even in a recession with immigration.… https://t.co/sWyoZBFqsx,2023-05-01 03:50:22+00:00,CaptainBalding1,"Toronto, Ontario"
"@Roszko72 Bro, we in a recession 😂",2023-05-01 03:47:15+00:00,BobbySolez,"New York, USA"
"@wei_w_toronto @FinEconGlobal @liberal_party What are you talking about, population growth is population growth. We… https://t.co/Q1J5qY2zpO",2023-05-01 03:47:06+00:00,CaptainBalding1,"Toronto, Ontario"
@dlacalle_IA 6% terminal rate and then a pause. But then stagflation. Nothing until the Fed cuts its BS far more an… https://t.co/7HHQl71rTb,2023-05-01 03:47:03+00:00,StuySquare,New York
"@TheDemocrats Come back to reality;
Over 4T in new taxes; over 8% inflation,3 Big Bank failures &amp; an est. 9M illega… https://t.co/7tINJuDauP",2023-05-01 03:37:10+00:00,LogicalSimple,"Washington, DC"
"@LoganMohtashami There are only two ways the eviction hypothesis that some have will happen. 1, the next recession… https://t.co/4fiH3EGjdK",2023-05-01 03:35:36+00:00,PeterP91506768,NY/NJ
"As the United States continued to heal, so did Vinland. By 2010, the recession was more or less over, and an econom… https://t.co/JNltpOBNaQ",2023-05-01 03:28:27+00:00,spartnese,Mars
"Following the election of John Kerry in 2004, Vinland worked to resurrect the idea of the North America Free Trade… https://t.co/6QTArt3UaQ",2023-05-01 03:28:25+00:00,spartnese,Mars
"Vinland sailed through the early 2000s, but hit a bump in 2003 when the Great Recession hit. This recession affecte… https://t.co/PDt0psgGQ0",2023-05-01 03:28:24+00:00,spartnese,Mars
"WTF  ""profit recession"" https://t.co/HddZUCLG3P",2023-05-01 03:22:52+00:00,TivoniDevor,Philadelphia
All this really proves is that the Republicans would rather throw our country into a recession. Hoping that in 2024… https://t.co/zM7sWC4n4e,2023-05-01 03:15:01+00:00,Michaelshooter6,"New York, NY"
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Recession has an actual definition. Sounds like you… https://t.co/lLQb5kZ4i2,2023-05-01 03:14:36+00:00,FrankieDrevan,"Hamilton, Ontario"
"@elteslaengineer @indrayam @RyanDezember @_willparker_ @CNBC A lot of economists, analysts, investors have been for… https://t.co/Qg5AcI8UUM",2023-05-01 03:14:04+00:00,GunjanJS,"Manhattan, NY"
@illwilly77 @StealthQE4 I think we see a very mild recession that is mostly priced in. We will get some drop from h… https://t.co/WzNgAsDVLT,2023-05-01 03:05:42+00:00,SpicyKetchupMan,Maryland
and this is why we need a recession.,2023-05-01 02:57:03+00:00,Nicolas_irl_,"Elizabeth, NJ"
"@0empathy0 @SamRamani2 So, let's review. You commented saying Russia is in a recession. I responded with facts show… https://t.co/jF7lqtm7tg",2023-05-01 02:56:58+00:00,EthiopianTiger,"Toronto, Ontario"
@GulagForThee @bamajayt @i_johnnylawley Why don't you believe they are lying they have been doing it for along time… https://t.co/U6RSXqqzfC,2023-05-01 02:55:18+00:00,Anthony44287620,"Canandaigua, NY"
"$200 is ""spoiling""?
This recession really has y'all in a chokehold. https://t.co/7YOqqmcnxo",2023-05-01 02:52:57+00:00,BGWritesStuff,"New York, USA"
"First time in my life, I saw more employees in Walmart than customers. What’s happening to Walmart? Or is this another recession signal?",2023-05-01 02:45:22+00:00,Salil0079,"VA, USA"
@megynkelly Ditto ! #WhiteHouse has become Mary Antuanette’s court . this truly ridiculous. Insensitivity to curren… https://t.co/bhOsrbhN71,2023-05-01 02:37:06+00:00,Minda_rtw,"New York, NY"
This recession is really hitting Toronto hard! https://t.co/fXYyuQ6rw1,2023-05-01 02:35:32+00:00,JimChuong,"Toronto, Ontario"
"“Mob violence” is now a “peaceful protest.”
An “illegal immigrant” is an “undocumented worker.”
A “concerned parent… https://t.co/dwHcSYhDen",2023-05-01 02:35:22+00:00,nettermike,"California, USA "
"After two consecutive quarters of “Don’t Call This a Recession!” GDP contraction, declined even more, to a meager 1… https://t.co/HQ7BCRdCyS",2023-05-01 02:27:36+00:00,nettermike,"California, USA "
"No recession.

Yet. https://t.co/z6v8nLXVx6",2023-05-01 02:26:57+00:00,NickTheStoic,Los Angeles and NYC
"An economic recession hit the United States in 2003, the worst since the Great Depression. It was linked to the bur… https://t.co/XUxaFDHUzY",2023-05-01 02:22:44+00:00,spartnese,Mars
@FinEconGlobal @domgaetano Like your takes but why would their be more raises in a recession?,2023-05-01 02:22:31+00:00,CaptainBalding1,"Toronto, Ontario"
"@wei_w_toronto @FinEconGlobal @liberal_party A) prices to income in the end determine housing, not immigration. So… https://t.co/0JJ2QcZEyn",2023-05-01 02:21:30+00:00,CaptainBalding1,"Toronto, Ontario"
@jesse_kleine Lol man you’re going to be in for a hard lesson. Typical buyer in todays market is taking out a massi… https://t.co/2ink9J4joE,2023-05-01 02:11:03+00:00,CaptainBalding1,"Toronto, Ontario"
"@bac37 And there isn't a recession or inflation, either!",2023-05-01 02:11:00+00:00,GershonManda,Alaska
@unusual_whales That inflation isn’t growth and real consumption is falling. Hence we are in a recession masked by… https://t.co/tjQcZJQTyE,2023-05-01 02:07:10+00:00,JavierE44139868,"Manhattan, NY"
"@MacroAlf But policymakers did it to plug a hole due to the pandemic recession, which turned out to be not as bad a… https://t.co/JMvZoZ6ICB",2023-05-01 02:02:07+00:00,thepmoss,"Toronto, Ontario"
"@Jimmy__Turbo Do you have a fed prediction @Jimmy__Turbo? I’m on team .25, with guide to “staying committed” and “m… https://t.co/44lK9t8jEx",2023-05-01 02:00:09+00:00,MikeLittlePwny,"California, USA"
@GunjanJS @indrayam @RyanDezember @_willparker_ So then why do I hear everybody in @CNBC say we are going i to a re… https://t.co/djDUZZzkSZ,2023-05-01 01:56:54+00:00,elteslaengineer,Mars
@JoeBiden Its working to destroy the economy. High inflation and we are in a recession. Open borders and America un… https://t.co/yd6LRPDJ96,2023-05-01 01:53:58+00:00,tuffe520,Long Island NY
@JWMason1 Because our anxious dog requires noise to drown out sounds from the hall while will stay in a studio apt… https://t.co/z0OYuBXJpH,2023-05-01 01:52:00+00:00,FrKadel,"Bronx, NY"
"3/ For fun and a little historical context - during the last significant recession from '07-'09, listed SaaS revenu… https://t.co/eKOAnU6Ig9",2023-05-01 01:45:23+00:00,TDM_Growth,Sydney and New York
@cdntradegrljenn With a recession people will leave lululemon and go to TJMaxx another retail location @jimcramer p… https://t.co/csAjf8zOZR,2023-05-01 01:44:40+00:00,DayTradeDiane,"Florida, USA"
We’re in a recession putz https://t.co/uLnJD082s6,2023-05-01 01:39:06+00:00,JohnnyCarlino,South Florida/NYC
@LPDonovan @joshtpm They only 'care' now because they think they can cause a market crash or recession and blame it on Biden,2023-05-01 01:36:20+00:00,TheSeaFarmer,The Ocean
"We have good language to talk abut how to respond to a recession, or the danger of a recession. We know how to say… https://t.co/X9iBUGVWl2",2023-05-01 01:35:05+00:00,JWMason1,Brooklyn
@drjohnrutledge Does this mean a bad recession or just that inflation is now tamed?,2023-05-01 01:33:45+00:00,b_leydon,"Stamford, CT"
@unusual_whales You mean the one that started last year? We have BEEN in a recession and they just won’t call it th… https://t.co/Bt95IROjGw,2023-05-01 01:32:10+00:00,CT3_Anonymous,Mars
"@patrick90354918 J’avais exactement la même pensée en le lisant

Je me souviens au début des années 90, quand les N… https://t.co/kKEinVSANR",2023-05-01 01:31:47+00:00,pastger,"Donnacona, Québec"
@elladeonRH The recession started last year... I still have hopes that we get to recovery and growth by early 2024.… https://t.co/hnTWGcIji3,2023-05-01 01:25:06+00:00,nearyd,Greater Boston
"@unusual_whales If you have a good-paying government job at the Fed and are immune from layoffs, the recession will likely seem mild.",2023-05-01 01:14:58+00:00,WaivedSAP,"Florida, USA"
@Claudia_Sahm Political/societal climate much different now than 70s or 80s. Doubt any of them have the stomach to… https://t.co/th1v9Kc1Yk,2023-05-01 01:12:56+00:00,JoshSadlock,"Harrisburg, PA"
@bee_are_ @JWMason1 @Econ_Marshall Also feel like unemployment is already rising. And now income inequality is so g… https://t.co/wZimfClQ7M,2023-05-01 01:07:28+00:00,goffmania,"California, USA"
"Warren Buffett is the investors' antidote to growing recession fears and will beat the S&amp;P 500, recent Bloomberg Ne… https://t.co/wRdpHuWa0N",2023-05-01 01:06:27+00:00,economics,"New York, NY"
@unusual_whales NO. We’re IN a recession. Nobody is living the American dream. Too many politicians sold out Americans.,2023-05-01 01:06:08+00:00,Hazel34438461,New Oregon 
"But ""mentions of weak demand soared to a record levels, topping prior recession levels during COVID and GFC"" --bofa https://t.co/Gr13mwCony",2023-05-01 01:02:49+00:00,GunjanJS,"Manhattan, NY"
"Recession is coming, recession is coming is like wolf is coming. When it actually strikes, no one will be prepared.",2023-05-01 01:02:03+00:00,harshanandan,"Brampton, Ontario"
Recession hitting Loro Piana hard https://t.co/0gCJCdG0N4,2023-05-01 00:58:07+00:00,the_P_God,"Brooklyn, NY"
@TSLAFanMtl @elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Glass half full is not a recession yet.… https://t.co/SebKSYFBfT,2023-05-01 00:56:11+00:00,Alex_Kavteli,"Mississauga, Ontario"
@POTUS On the border of a recession,2023-05-01 00:50:34+00:00,JosephAmmiano,"New Jersey, USA"
"It would be cool to frame it as consumers sticking it to the industry, but I just can’t buy into that line of think… https://t.co/tsGn9e09uL",2023-05-01 00:34:07+00:00,PeteSkerritt,Western Massachusetts
@cvalente28 Looks like recession not that bad. Market will bottom before rate cuts. So they say.,2023-05-01 00:26:33+00:00,bayareaguy3,"California, USA"
"&amp; this is exactly what’s going on… 

Democrats Vow to Redefine ‘Female’, ‘Pedophile’ and ‘Recession’ - The People's… https://t.co/CjMXcNN5yg",2023-05-01 00:14:38+00:00,mattconzo,"Long Island, New York "
Those talking recession are dumb. Lol. https://t.co/qgu51HDJcN,2023-05-01 00:07:48+00:00,Umbisam,Mars
"Capitalism’s apologists are throwing around economic concepts like inflation, recession, labor shortages, and suppl… https://t.co/KdEAkfZzVr",2023-05-01 00:00:01+00:00,jacobin,New York City
"@TheVeryYeah @WholeMarsBlog Recession, Covid, Cars lasting longer, people switching to crossovers/SUVs. A lot to unpack.",2023-04-30 23:57:49+00:00,Mike59765518,"Florida, USA"
@TeslaJLP @MatchasmMatt @WholeMarsBlog In a big recession /depression no company that depends on bank lending  can… https://t.co/k0mmcTHtTA,2023-04-30 23:54:22+00:00,Supermantibody,"Massachusetts, USA"
@Chesschick01 @WallStreetSilv Powell must pivot and hold steady.  Inflation has improved and currently the better o… https://t.co/hBiuQUZM9o,2023-04-30 23:50:01+00:00,CryptoSLE10,"Massachusetts, USA"
"@ringoj433 @tedcruz Refuses to close our borders. Mass illegals, drugs, sex trafficking, national security risk. Th… https://t.co/ECGsig4sVW",2023-04-30 23:50:01+00:00,JBBHAVEN,
"@JohnJHarwood @joncoopertweets If the default crisis occur, that may hasten the confidence in US Dollar worldwide.… https://t.co/gkIvP8u1I3",2023-04-30 23:49:42+00:00,All4free22,Summerside
Will it take a recession for govt &amp; biz leaders to increase productivity by getting people back in offices &amp; downto… https://t.co/KlVHPVXRfx,2023-04-30 23:44:22+00:00,JonHurstRAM,Boston
"graduating into a recession is bad enough, now you’re telling me i’m graduating into ED culture being back in?",2023-04-30 23:43:07+00:00,cunt_draculaa,"Philadelphia, PA"
@VP @roywoodjr Attending a press ball with Hollywood types and the press must be much fun. 🤢 Another bank is collap… https://t.co/ZYM6Sr6sCv,2023-04-30 23:40:53+00:00,TomSportsInc,"Westchester County, NY"
